employeeId,name_feedback,total_feedback_count,average_rating,name_engagement,department,total_quizzes_taken,total_score,average_score,total_time_spent,engagement_score
51,David Adkins,2,4.23,David Adkins,DATA ENGINEERING,9,328,33.42,44,56.26200000000001
46,Beth Thompson,10,1.48,Beth Thompson,DATA ENGINEERING,9,210,95.4,174,65.34
216,Mrs. Brittany Wilson,5,1.56,Mrs. Brittany Wilson,DATA ENGINEERING,5,263,60.84,104,44.92400000000001
221,Matthew Bradford,10,2.66,Matthew Bradford,DATA ENGINEERING,4,346,13.26,285,59.506
13,Scott Mcknight,7,2.55,Scott Mcknight,DATA ENGINEERING,9,376,18.2,87,60.800000000000004
114,Stacey Weeks,5,4.04,Stacey Weeks,DATA SCIENCE,6,225,1.98,183,51.018
184,Alexa Gardner,7,4.03,Alexa Gardner,DATA ENGINEERING,10,182,34.15,238,65.575
12,Patricia Brooks,7,1.56,Patricia Brooks,FULL STACK,5,76,84.19,160,44.899
122,Andrew Jensen,9,1.55,Andrew Jensen,FULL STACK,7,315,7.55,417,59.89500000000001
36,Michelle Fowler,10,2.63,Michelle Fowler,FULL STACK,3,185,82.92,36,52.931999999999995
65,Lisa Simpson DDS,8,1.76,Lisa Simpson DDS,DATA SCIENCE,10,186,9.85,32,52.105
11,John Dixon,9,4.05,John Dixon,DATA ENGINEERING,8,76,70.37,312,66.517
231,Heather Cruz,3,2.5,Heather Cruz,FULL STACK,7,330,68.5,334,56.730000000000004
82,Lisa Forbes,10,2.66,Lisa Forbes,FULL STACK,5,261,9.07,409,60.166999999999994
121,Jonathan Mason,6,4.72,Jonathan Mason,DATA ENGINEERING,1,274,36.74,316,53.833999999999996
84,Lauren Higgins MD,2,1.29,Lauren Higgins MD,FULL STACK,4,200,71.92,144,35.232000000000006
239,Heather Johnson,1,1.62,Heather Johnson,DATA SCIENCE,4,29,84.34,486,35.794
33,Robert Lowery,2,3.72,Robert Lowery,DATA SCIENCE,3,407,24.48,240,48.407999999999994
163,Joel Middleton,7,2.32,Joel Middleton,DATA ENGINEERING,10,312,17.12,426,65.992
22,Robert Scott,1,2.87,Robert Scott,FULL STACK,9,498,18.62,292,59.102000000000004
164,David Archer,4,3.75,David Archer,DATA SCIENCE,1,300,79.82,345,51.882
70,Michael Schwartz,2,2.19,Michael Schwartz,FULL STACK,4,294,84.34,229,45.53399999999999
152,Mr. Joseph Ross,2,1.28,Mr. Joseph Ross,DATA SCIENCE,4,390,54.46,270,43.565999999999995
56,Christopher Ryan,8,1.94,Christopher Ryan,DATA SCIENCE,3,244,13.67,438,49.64699999999999
137,Natalie Lewis,2,3.94,Natalie Lewis,DATA SCIENCE,2,491,33.72,382,54.412000000000006
71,Michael Lee,2,1.5,Michael Lee,FULL STACK,8,217,62.63,443,49.803
185,Damon Bradley,8,1.83,Damon Bradley,DATA SCIENCE,7,59,80.28,346,54.628
8,Caitlin Howard,3,4.42,Caitlin Howard,DATA SCIENCE,4,272,94.89,272,57.489
227,Debbie Kramer,3,4.25,Debbie Kramer,DATA ENGINEERING,5,214,34.72,348,51.992000000000004
178,Sabrina Wilson,8,4.68,Sabrina Wilson,FULL STACK,2,251,98.7,402,66.67
209,Daniel Lozano,4,4.96,Daniel Lozano,FULL STACK,8,441,21.53,396,71.553
169,Adrian Brown,4,1.23,Adrian Brown,DATA SCIENCE,6,312,71.98,105,46.69800000000001
121,Jonathan Mason,1,2.58,Jonathan Mason,DATA ENGINEERING,3,419,32.48,147,41.267999999999994
174,Jessica Payne,1,1.57,Jessica Payne,FULL STACK,1,250,96.95,406,38.095
113,Martin Salazar,1,2.37,Martin Salazar,FULL STACK,3,471,57.57,185,45.777
46,Beth Thompson,8,2.58,Beth Thompson,DATA ENGINEERING,3,444,31.76,383,60.916
154,Steven Blankenship,4,4.36,Steven Blankenship,DATA SCIENCE,2,291,2.69,412,49.589
8,Caitlin Howard,6,1.75,Caitlin Howard,DATA SCIENCE,1,436,83.84,394,54.704
140,Bryan Young,10,2.36,Bryan Young,DATA SCIENCE,4,111,5.11,464,51.671
151,Marissa Morrison,1,3.56,Marissa Morrison,DATA ENGINEERING,1,192,97.52,57,36.812
203,Lauren Tanner,3,1.88,Lauren Tanner,DATA ENGINEERING,5,352,97.81,152,50.42099999999999
202,Nicholas Bennett,1,4.33,Nicholas Bennett,FULL STACK,1,344,62.65,112,43.585
40,David Knight,8,2.07,David Knight,DATA SCIENCE,5,456,41.08,288,62.388
3,Mary Cooper,2,1.93,Mary Cooper,FULL STACK,2,135,53.47,396,34.387
227,Debbie Kramer,7,4.3,Debbie Kramer,DATA ENGINEERING,10,155,34.1,284,66.49000000000001
127,Samantha Lopez,1,3.22,Samantha Lopez,FULL STACK,5,4,66.66,194,35.586000000000006
152,Mr. Joseph Ross,1,3.48,Mr. Joseph Ross,DATA SCIENCE,6,365,31.24,114,47.924
70,Michael Schwartz,3,4.79,Michael Schwartz,FULL STACK,4,269,34.37,146,50.277
28,Tina Ray,8,1.24,Tina Ray,FULL STACK,9,418,11.39,49,57.799
208,Cameron Cardenas,1,2.04,Cameron Cardenas,DATA ENGINEERING,10,425,14.27,463,57.846999999999994
17,Michael Graves,8,3.69,Michael Graves,DATA SCIENCE,1,440,65.02,295,62.762
223,Edward Giles,4,2.28,Edward Giles,DATA SCIENCE,7,407,32.06,486,60.32599999999999
16,Allison Carter,1,1.62,Allison Carter,FULL STACK,4,153,42.13,55,27.913000000000004
46,Beth Thompson,2,3.54,Beth Thompson,DATA ENGINEERING,4,121,55.63,206,40.683
233,John Brown,5,3.54,John Brown,DATA ENGINEERING,5,144,89.01,69,50.201
101,Jordan Williams,5,4.13,Jordan Williams,DATA ENGINEERING,2,322,65.29,146,52.849000000000004
171,Leslie Porter,10,2.3,Leslie Porter,DATA ENGINEERING,6,278,74.37,325,66.257
139,Stacey Rogers,7,4.3,Stacey Rogers,FULL STACK,7,363,81.23,325,74.343
161,Christine Thompson,2,4.86,Christine Thompson,DATA ENGINEERING,8,160,77.31,102,55.611
134,Melissa Nunez,6,2.24,Melissa Nunez,DATA SCIENCE,8,359,87.15,477,69.57499999999999
139,Stacey Rogers,4,3.4,Stacey Rogers,FULL STACK,1,267,9.76,434,43.936
63,Jeffrey Barr,7,1.62,Jeffrey Barr,DATA SCIENCE,1,23,66.89,106,32.208999999999996
177,Heather Taylor,10,1.15,Heather Taylor,FULL STACK,3,370,74.65,411,61.08500000000001
107,Rachel Gutierrez,5,1.2,Rachel Gutierrez,DATA ENGINEERING,7,362,5.45,221,48.245000000000005
70,Michael Schwartz,7,4.93,Michael Schwartz,FULL STACK,1,477,66.62,115,63.76199999999999
123,Pamela Cardenas,6,1.42,Pamela Cardenas,DATA ENGINEERING,3,283,50.27,232,44.667
174,Jessica Payne,2,1.33,Jessica Payne,FULL STACK,8,260,34.2,474,48.620000000000005
181,Sandy Clark,2,4.76,Sandy Clark,FULL STACK,4,155,73.19,151,47.57900000000001
238,Tamara Lawrence,2,3.6,Tamara Lawrence,FULL STACK,5,100,88.96,186,45.016
156,Ethan Haney,8,1.8,Ethan Haney,DATA SCIENCE,6,148,40.09,315,51.429
213,Autumn Nelson,6,4.06,Autumn Nelson,FULL STACK,4,183,78.39,353,58.458999999999996
103,Mr. Micheal Johnson,4,4.04,Mr. Micheal Johnson,DATA ENGINEERING,5,114,52.19,363,51.199
237,Craig Kim,3,3.73,Craig Kim,DATA ENGINEERING,4,451,34.21,37,51.121
161,Christine Thompson,5,4.88,Christine Thompson,DATA ENGINEERING,8,460,94.23,213,77.60300000000001
188,Jeffery Vaughan,2,4.2,Jeffery Vaughan,DATA SCIENCE,6,461,67.85,241,62.84499999999999
54,Kelly Silva,8,3.16,Kelly Silva,DATA ENGINEERING,8,269,78.11,242,68.051
219,Monica Roach,2,2.65,Monica Roach,DATA ENGINEERING,8,474,88.42,396,66.322
199,Tina Thompson,8,4.26,Tina Thompson,DATA SCIENCE,2,439,40.08,461,67.828
169,Adrian Brown,7,2.37,Adrian Brown,DATA SCIENCE,8,460,46.93,202,66.61300000000001
53,Daniel Levine,5,3.23,Daniel Levine,FULL STACK,6,432,51.65,177,60.905
212,Linda Ayers,5,4.68,Linda Ayers,FULL STACK,7,184,77.15,92,59.635000000000005
164,David Archer,9,4.91,David Archer,DATA SCIENCE,6,216,9.19,431,67.819
57,Desiree Chung,10,4.82,Desiree Chung,DATA ENGINEERING,5,496,0.77,259,74.37700000000001
161,Christine Thompson,2,4.31,Christine Thompson,DATA ENGINEERING,6,15,38.5,34,38.37
4,Holly Carter,2,1.56,Holly Carter,FULL STACK,9,302,17.14,431,50.653999999999996
176,Brett Gentry,5,1.34,Brett Gentry,DATA ENGINEERING,7,461,55.76,133,56.036
93,Reginald Turner,1,3.4,Reginald Turner,DATA ENGINEERING,5,481,98.73,325,61.212999999999994
37,Jessica Christian DDS,1,1.69,Jessica Christian DDS,DATA SCIENCE,8,154,70.04,139,40.704
218,Barbara Mcdonald,5,2.15,Barbara Mcdonald,DATA SCIENCE,8,262,86.99,122,56.218999999999994
206,Riley Williams,7,2.42,Riley Williams,DATA SCIENCE,7,34,62.37,489,55.057
88,Danny Perez,6,4.77,Danny Perez,DATA SCIENCE,10,115,70.35,213,66.975
227,Debbie Kramer,5,4.04,Debbie Kramer,DATA ENGINEERING,5,191,9.06,197,48.645999999999994
214,Roger Calhoun,10,3.53,Roger Calhoun,DATA SCIENCE,10,121,22.63,79,62.80299999999999
80,Jose Patterson,5,2.18,Jose Patterson,DATA SCIENCE,5,322,30.42,457,53.782000000000004
130,Michael Ortega,7,1.23,Michael Ortega,DATA ENGINEERING,8,11,83.85,117,46.085
222,Robin Young,7,3.51,Robin Young,DATA SCIENCE,4,426,0.86,130,55.766
73,Nancy Vega,9,1.95,Nancy Vega,DATA SCIENCE,3,169,49.87,431,52.167
228,Kurt Walters,8,3.86,Kurt Walters,FULL STACK,2,208,2.12,351,50.992000000000004
87,Melanie Hayes,4,4.2,Melanie Hayes,DATA ENGINEERING,2,364,29.46,500,56.306
16,Allison Carter,3,4.7,Allison Carter,FULL STACK,6,192,43.18,498,58.757999999999996
61,Stephanie Mcmahon,2,2.95,Stephanie Mcmahon,DATA ENGINEERING,10,221,5.44,460,54.384
125,Maureen Turner,1,2.0,Maureen Turner,DATA SCIENCE,4,132,92.93,450,41.573
4,Holly Carter,1,3.3,Holly Carter,FULL STACK,9,301,21.09,160,50.54900000000001
76,Jennifer Morales,2,2.58,Jennifer Morales,FULL STACK,8,155,15.74,470,47.494
72,Thomas Johnson,4,2.94,Thomas Johnson,DATA SCIENCE,3,47,94.89,222,41.568999999999996
54,Kelly Silva,7,4.07,Kelly Silva,DATA ENGINEERING,1,138,59.43,450,52.743
48,Sara Jenkins,9,2.47,Sara Jenkins,DATA ENGINEERING,10,178,49.57,457,69.09700000000001
123,Pamela Cardenas,9,3.65,Pamela Cardenas,DATA ENGINEERING,2,315,83.65,452,66.605
64,Steven Stewart,2,4.87,Steven Stewart,FULL STACK,2,51,38.07,346,40.247
123,Pamela Cardenas,10,1.13,Pamela Cardenas,DATA ENGINEERING,1,168,71.66,385,48.10600000000001
118,Daniel Smith,10,3.99,Daniel Smith,FULL STACK,5,97,57.03,266,60.86300000000001
169,Adrian Brown,7,1.15,Adrian Brown,DATA SCIENCE,2,157,25.19,306,37.519
104,Robert Perez,2,1.94,Robert Perez,DATA SCIENCE,4,188,20.64,251,34.364
33,Robert Lowery,3,3.69,Robert Lowery,DATA SCIENCE,1,266,3.47,268,39.107
41,Megan Horton,8,2.57,Megan Horton,DATA SCIENCE,6,332,46.44,388,63.964
162,Bruce Brewer,5,3.58,Bruce Brewer,DATA ENGINEERING,4,443,38.0,374,61.31999999999999
195,Michael Carr,1,1.55,Michael Carr,DATA ENGINEERING,2,242,54.85,438,36.125
116,Alex Gillespie,6,4.35,Alex Gillespie,DATA ENGINEERING,7,152,0.9,310,55.77
52,Melissa Skinner,6,3.68,Melissa Skinner,DATA SCIENCE,2,133,59.4,124,44.459999999999994
168,Karen Barrera,6,2.11,Karen Barrera,DATA ENGINEERING,10,130,13.83,393,54.883
235,Kenneth Anderson,7,1.45,Kenneth Anderson,DATA SCIENCE,3,195,88.57,182,46.097
180,Jon Hughes,9,2.02,Jon Hughes,DATA SCIENCE,1,274,28.06,205,45.946
8,Caitlin Howard,9,3.22,Caitlin Howard,DATA SCIENCE,8,499,97.31,69,77.951
70,Michael Schwartz,8,4.11,Michael Schwartz,FULL STACK,3,61,8.17,70,43.096999999999994
92,Thomas Cabrera,4,2.51,Thomas Cabrera,DATA SCIENCE,9,308,14.69,354,56.909
136,Phillip Rivera,4,1.7,Phillip Rivera,DATA SCIENCE,2,356,93.12,241,47.17199999999999
92,Thomas Cabrera,10,4.12,Thomas Cabrera,DATA SCIENCE,2,275,94.63,208,65.10300000000001
173,Sharon Melendez,7,3.41,Sharon Melendez,FULL STACK,2,477,89.57,312,65.917
180,Jon Hughes,9,2.03,Jon Hughes,DATA SCIENCE,8,479,10.77,496,72.277
63,Jeffrey Barr,7,2.17,Jeffrey Barr,DATA SCIENCE,6,37,98.71,133,48.691
211,Austin Lawrence,1,4.84,Austin Lawrence,DATA SCIENCE,1,104,32.85,196,34.725
173,Sharon Melendez,2,2.05,Sharon Melendez,FULL STACK,2,108,40.94,436,33.333999999999996
158,Tyler Freeman,3,1.46,Tyler Freeman,DATA SCIENCE,6,102,52.83,380,40.803000000000004
36,Michelle Fowler,1,4.16,Michelle Fowler,FULL STACK,4,199,56.14,286,45.934
53,Daniel Levine,4,4.59,Daniel Levine,FULL STACK,10,497,51.67,283,77.067
50,Fernando Morgan,6,1.81,Fernando Morgan,DATA ENGINEERING,6,430,15.56,480,59.596
30,Edward Perry,7,4.98,Edward Perry,DATA SCIENCE,7,18,52.81,308,60.081
202,Nicholas Bennett,5,3.77,Nicholas Bennett,FULL STACK,4,471,2.7,115,54.49
161,Christine Thompson,7,3.92,Christine Thompson,DATA ENGINEERING,7,430,12.02,491,71.90199999999999
34,Karen Gray,2,2.0,Karen Gray,DATA SCIENCE,8,282,90.73,318,54.713
121,Jonathan Mason,6,1.39,Jonathan Mason,DATA ENGINEERING,7,29,61.76,332,45.536
125,Maureen Turner,4,1.72,Maureen Turner,DATA SCIENCE,7,72,7.9,495,42.449999999999996
177,Heather Taylor,1,4.65,Heather Taylor,FULL STACK,3,24,42.96,343,38.716
77,Michael Farley,7,2.33,Michael Farley,DATA SCIENCE,8,26,55.29,220,50.288999999999994
73,Nancy Vega,1,4.7,Nancy Vega,DATA SCIENCE,5,138,65.84,274,48.384
69,Andres Vance,10,4.46,Andres Vance,FULL STACK,9,64,78.93,244,71.173
211,Austin Lawrence,10,3.46,Austin Lawrence,DATA SCIENCE,4,94,44.54,313,56.314
3,Mary Cooper,1,4.56,Mary Cooper,FULL STACK,8,300,26.13,129,53.43299999999999
208,Cameron Cardenas,5,1.29,Cameron Cardenas,DATA ENGINEERING,4,48,53.16,317,36.736
184,Alexa Gardner,3,3.49,Alexa Gardner,DATA ENGINEERING,2,399,91.94,314,55.394000000000005
16,Allison Carter,2,4.71,Allison Carter,FULL STACK,3,66,76.52,186,42.852
157,Richard Vazquez,3,3.16,Richard Vazquez,DATA SCIENCE,4,211,58.53,308,47.093
153,Anthony Blair,8,1.23,Anthony Blair,DATA SCIENCE,1,189,40.87,397,42.507000000000005
67,Brendan Washington,4,3.68,Brendan Washington,FULL STACK,8,487,72.4,490,75.24
233,John Brown,5,4.18,John Brown,DATA ENGINEERING,4,459,92.91,457,71.511
114,Stacey Weeks,9,2.83,Stacey Weeks,DATA SCIENCE,2,304,24.85,345,54.865
7,Joshua Cobb,8,4.68,Joshua Cobb,DATA ENGINEERING,7,320,50.29,179,70.12899999999999
72,Thomas Johnson,4,3.31,Thomas Johnson,DATA SCIENCE,9,403,75.12,35,63.572
215,Matthew Jimenez,2,2.51,Matthew Jimenez,FULL STACK,8,230,56.05,250,49.845
50,Fernando Morgan,8,3.66,Fernando Morgan,DATA ENGINEERING,8,484,65.08,376,80.02799999999999
111,Denise Wyatt,6,2.12,Denise Wyatt,FULL STACK,9,88,59.9,166,51.31
67,Brendan Washington,8,1.74,Brendan Washington,FULL STACK,1,263,68.46,201,46.34600000000001
115,Jonathan Powell,5,3.14,Jonathan Powell,DATA ENGINEERING,8,299,22.53,348,59.733000000000004
25,Caroline Smith,5,2.76,Caroline Smith,DATA ENGINEERING,6,417,20.52,457,60.912
118,Daniel Smith,7,4.44,Daniel Smith,FULL STACK,7,162,63.2,274,64.04
52,Melissa Skinner,8,1.91,Melissa Skinner,DATA SCIENCE,2,194,72.35,407,50.775
51,David Adkins,9,3.08,David Adkins,DATA ENGINEERING,10,395,29.47,366,76.387
124,Michelle Baxter,6,2.87,Michelle Baxter,DATA SCIENCE,2,61,97.2,130,42.24
196,Lauren Hunt,3,1.19,Lauren Hunt,DATA ENGINEERING,2,429,5.46,445,41.366
164,David Archer,8,3.74,David Archer,DATA SCIENCE,6,409,74.65,466,76.10499999999999
220,Connie Small,1,2.97,Connie Small,DATA SCIENCE,3,327,11.57,144,36.99700000000001
97,Jessica Rice,3,2.83,Jessica Rice,DATA SCIENCE,3,155,1.17,465,38.937
116,Alex Gillespie,6,3.36,Alex Gillespie,DATA ENGINEERING,7,475,61.54,258,69.75399999999999
151,Marissa Morrison,4,1.41,Marissa Morrison,DATA ENGINEERING,10,355,26.22,80,52.062000000000005
167,Heidi Joyce,6,4.79,Heidi Joyce,DATA ENGINEERING,1,497,67.78,299,65.79799999999999
201,Steven Harris,9,3.79,Steven Harris,FULL STACK,2,418,52.05,75,60.584999999999994
89,Jeffery Cervantes,2,1.63,Jeffery Cervantes,DATA SCIENCE,9,234,73.21,189,48.981
220,Connie Small,10,2.43,Connie Small,DATA SCIENCE,3,436,31.77,480,65.937
217,Amber Richards,1,1.08,Amber Richards,DATA ENGINEERING,10,131,38.35,254,40.475
61,Stephanie Mcmahon,5,2.37,Stephanie Mcmahon,DATA ENGINEERING,6,284,35.0,226,50.86000000000001
159,Barbara Perez,9,1.56,Barbara Perez,DATA SCIENCE,5,208,4.57,249,47.997
102,Lauren Holland,2,4.08,Lauren Holland,FULL STACK,10,245,2.04,263,55.584
129,Lori Ibarra,1,1.23,Lori Ibarra,DATA ENGINEERING,9,212,62.05,110,41.80500000000001
37,Jessica Christian DDS,1,2.83,Jessica Christian DDS,DATA SCIENCE,7,160,41.72,357,45.032
7,Joshua Cobb,1,3.95,Joshua Cobb,DATA ENGINEERING,9,180,33.72,273,51.832
34,Karen Gray,10,4.94,Karen Gray,DATA SCIENCE,6,57,3.88,111,56.648
89,Jeffery Cervantes,3,2.44,Jeffery Cervantes,DATA SCIENCE,5,271,17.56,53,39.416
147,Jennifer Cox,4,3.47,Jennifer Cox,DATA ENGINEERING,4,175,12.5,75,39.63
48,Sara Jenkins,7,2.39,Sara Jenkins,DATA ENGINEERING,8,49,92.93,173,54.273
52,Melissa Skinner,3,1.16,Melissa Skinner,DATA SCIENCE,2,213,66.11,182,33.411
113,Martin Salazar,10,3.45,Martin Salazar,FULL STACK,3,63,0.58,273,47.838
81,Amy Warner,2,2.52,Amy Warner,FULL STACK,3,71,86.19,91,33.358999999999995
63,Jeffrey Barr,8,2.32,Jeffrey Barr,DATA SCIENCE,3,331,73.65,449,60.86500000000001
98,Kevin Miller,9,4.65,Kevin Miller,FULL STACK,10,210,37.71,66,70.091
47,Michelle Mitchell,6,4.37,Michelle Mitchell,DATA SCIENCE,7,399,91.29,184,72.249
171,Leslie Porter,1,4.5,Leslie Porter,DATA ENGINEERING,8,7,82.75,181,48.175
187,Jeffery Burch,8,2.72,Jeffery Burch,DATA SCIENCE,2,382,23.2,353,55.540000000000006
215,Matthew Jimenez,10,3.99,Matthew Jimenez,FULL STACK,9,78,41.33,445,70.113
132,Vicki Nichols,10,2.12,Vicki Nichols,FULL STACK,4,52,36.31,296,48.111000000000004
75,John Fletcher,1,4.71,John Fletcher,DATA SCIENCE,2,263,93.98,48,45.718
2,Wendy Keith,5,3.92,Wendy Keith,FULL STACK,6,127,73.28,69,51.468
237,Craig Kim,7,3.52,Craig Kim,DATA ENGINEERING,9,160,68.12,318,65.652
188,Jeffery Vaughan,1,2.85,Jeffery Vaughan,DATA SCIENCE,4,118,78.74,165,37.294
88,Danny Perez,2,3.27,Danny Perez,DATA SCIENCE,7,245,53.38,272,51.657999999999994
82,Lisa Forbes,3,4.42,Lisa Forbes,FULL STACK,10,110,10.86,305,55.266
143,Debra Jackson,5,1.22,Debra Jackson,DATA SCIENCE,7,284,91.49,429,57.968999999999994
224,Adam Reynolds,5,2.51,Adam Reynolds,FULL STACK,9,318,62.71,255,62.131
3,Mary Cooper,2,3.06,Mary Cooper,FULL STACK,4,141,46.23,461,43.723
221,Matthew Bradford,1,1.07,Matthew Bradford,DATA ENGINEERING,1,219,12.54,410,26.494
43,Linda Ford,2,4.27,Linda Ford,DATA ENGINEERING,7,479,2.68,300,60.507999999999996
36,Michelle Fowler,5,3.92,Michelle Fowler,FULL STACK,5,35,60.72,361,50.372
188,Jeffery Vaughan,1,4.51,Jeffery Vaughan,DATA SCIENCE,3,281,98.08,455,56.188
121,Jonathan Mason,8,1.21,Jonathan Mason,DATA ENGINEERING,10,330,50.37,353,66.137
89,Jeffery Cervantes,7,2.72,Jeffery Cervantes,DATA SCIENCE,2,4,75.76,58,37.775999999999996
37,Jessica Christian DDS,8,3.51,Jessica Christian DDS,DATA SCIENCE,6,450,71.14,137,69.89399999999999
170,Brandy Powell,9,2.13,Brandy Powell,DATA ENGINEERING,3,277,23.4,267,51.28
71,Michael Lee,4,1.37,Michael Lee,FULL STACK,2,258,24.65,374,37.745000000000005
181,Sandy Clark,8,3.9,Sandy Clark,FULL STACK,2,195,70.63,375,57.96300000000001
163,Joel Middleton,6,1.38,Joel Middleton,DATA ENGINEERING,8,481,72.61,118,62.380999999999986
179,Mr. Jeffery Hill DDS,10,3.79,Mr. Jeffery Hill DDS,DATA ENGINEERING,2,36,83.3,406,57.05
127,Samantha Lopez,1,1.87,Samantha Lopez,FULL STACK,7,438,53.53,141,49.173
54,Kelly Silva,1,1.63,Kelly Silva,DATA ENGINEERING,7,181,87.1,247,43.41
58,Sierra Morrison,6,1.95,Sierra Morrison,DATA SCIENCE,4,290,15.1,351,47.92999999999999
29,James Wells,6,2.12,James Wells,DATA SCIENCE,5,137,80.57,150,47.017
166,Frank Butler,7,4.54,Frank Butler,DATA SCIENCE,9,219,17.52,281,66.292
54,Kelly Silva,8,1.15,Kelly Silva,DATA ENGINEERING,6,60,84.05,91,45.225
223,Edward Giles,7,2.41,Edward Giles,DATA SCIENCE,6,278,47.29,58,52.649
85,Patricia Nelson,7,1.06,Patricia Nelson,FULL STACK,6,305,23.94,34,45.513999999999996
65,Lisa Simpson DDS,4,1.84,Lisa Simpson DDS,DATA SCIENCE,5,481,82.28,426,61.348
88,Danny Perez,7,1.31,Danny Perez,DATA SCIENCE,4,182,0.12,342,41.37200000000001
231,Heather Cruz,10,3.49,Heather Cruz,FULL STACK,9,417,29.66,320,78.006
10,James Whitehead,2,3.49,James Whitehead,DATA SCIENCE,4,395,68.74,241,53.454
116,Alex Gillespie,6,1.19,Alex Gillespie,DATA ENGINEERING,9,423,22.17,497,63.83699999999999
43,Linda Ford,3,3.52,Linda Ford,DATA ENGINEERING,3,53,81.54,345,43.254
195,Michael Carr,5,3.88,Michael Carr,DATA ENGINEERING,5,351,49.85,66,55.864999999999995
54,Kelly Silva,8,2.02,Kelly Silva,DATA ENGINEERING,9,71,99.74,189,58.67400000000001
143,Debra Jackson,2,3.96,Debra Jackson,DATA SCIENCE,10,135,51.31,498,60.331
69,Andres Vance,7,2.13,Andres Vance,FULL STACK,7,278,5.35,398,56.135
79,Timothy Williams,2,2.0,Timothy Williams,FULL STACK,7,122,35.6,84,36.12
8,Caitlin Howard,2,2.0,Caitlin Howard,DATA SCIENCE,1,379,1.32,366,36.612
207,Thomas Hicks,4,2.98,Thomas Hicks,DATA ENGINEERING,8,231,90.8,438,63.0
20,Mark Johnson,6,2.95,Mark Johnson,FULL STACK,5,367,42.52,117,55.072
98,Kevin Miller,3,1.04,Kevin Miller,FULL STACK,8,148,14.02,203,37.542
79,Timothy Williams,2,1.27,Timothy Williams,FULL STACK,10,414,4.63,348,53.063
229,Patrick Kelly,5,1.46,Patrick Kelly,FULL STACK,1,78,2.8,401,29.26
143,Debra Jackson,1,1.44,Debra Jackson,DATA SCIENCE,2,465,5.17,422,39.317
31,Nathan Hunt,2,3.99,Nathan Hunt,FULL STACK,3,354,36.92,465,53.11200000000001
27,Dr. Rachel Reed MD,5,3.7,Dr. Rachel Reed MD,DATA ENGINEERING,1,47,3.31,172,32.451
219,Monica Roach,9,2.05,Monica Roach,DATA ENGINEERING,1,79,85.7,366,47.25
83,Amy Duffy,3,3.71,Amy Duffy,DATA SCIENCE,2,219,45.18,382,45.758
71,Michael Lee,8,4.46,Michael Lee,FULL STACK,2,211,22.44,341,55.344
175,Daniel Clark,3,3.09,Daniel Clark,DATA ENGINEERING,8,182,43.94,124,48.513999999999996
74,Katie Reynolds,4,2.57,Katie Reynolds,FULL STACK,6,281,11.65,429,51.265
161,Christine Thompson,1,4.41,Christine Thompson,DATA ENGINEERING,9,160,13.88,473,54.888
81,Amy Warner,10,2.57,Amy Warner,FULL STACK,5,196,63.33,303,60.513000000000005
35,Kathleen Richardson,5,1.08,Kathleen Richardson,DATA SCIENCE,7,14,11.62,209,34.221999999999994
212,Linda Ayers,1,1.71,Linda Ayers,FULL STACK,3,495,37.6,50,39.4
78,David Mathews,1,3.43,David Mathews,DATA SCIENCE,9,5,11.95,93,36.975
93,Reginald Turner,3,2.04,Reginald Turner,DATA ENGINEERING,2,283,59.49,497,45.36899999999999
8,Caitlin Howard,1,1.96,Caitlin Howard,DATA SCIENCE,10,122,67.32,499,51.432
3,Mary Cooper,4,3.81,Mary Cooper,FULL STACK,10,295,59.02,75,62.442
191,Mary Ali,8,3.38,Mary Ali,FULL STACK,3,144,74.89,272,54.20899999999999
5,Kylie Phillips,7,1.1,Kylie Phillips,DATA SCIENCE,10,19,67.42,39,46.681999999999995
199,Tina Thompson,7,3.49,Tina Thompson,DATA SCIENCE,9,383,56.07,367,74.227
200,Eugene Benson,4,4.62,Eugene Benson,DATA ENGINEERING,2,126,4.92,270,41.412
147,Jennifer Cox,3,1.83,Jennifer Cox,DATA ENGINEERING,4,120,46.41,166,34.081
65,Lisa Simpson DDS,6,4.05,Lisa Simpson DDS,DATA SCIENCE,2,13,40.92,496,46.732000000000006
178,Sabrina Wilson,4,2.29,Sabrina Wilson,FULL STACK,8,428,20.81,278,57.92100000000001
60,Bernard Hughes,5,3.98,Bernard Hughes,FULL STACK,5,244,77.32,416,61.732
202,Nicholas Bennett,6,4.55,Nicholas Bennett,FULL STACK,5,118,25.07,300,53.427
202,Nicholas Bennett,10,2.69,Nicholas Bennett,FULL STACK,3,181,54.84,417,57.82400000000001
97,Jessica Rice,10,4.49,Jessica Rice,DATA SCIENCE,7,122,36.19,52,61.499
107,Rachel Gutierrez,9,2.58,Rachel Gutierrez,DATA ENGINEERING,2,430,3.57,64,51.157
60,Bernard Hughes,3,2.79,Bernard Hughes,FULL STACK,8,333,75.82,191,57.882
7,Joshua Cobb,3,2.86,Joshua Cobb,DATA ENGINEERING,7,2,10.04,407,40.663999999999994
110,Nathaniel Johnson,3,4.76,Nathaniel Johnson,DATA ENGINEERING,7,27,39.87,331,50.727
22,Robert Scott,3,2.81,Robert Scott,FULL STACK,3,211,55.25,235,41.905
14,Debbie Hickman,7,4.56,Debbie Hickman,DATA SCIENCE,2,80,17.7,36,41.93
